spec,dps,item_level,fight_name,fight_length
Survival Hunter,154949.15,465,The Stone Guard,262199
Brewmaster Monk,163109.11,469,The Stone Guard,262199
Protection Warrior,14604.91,469,The Stone Guard,262199
Destruction Warlock,91244.33,464,The Stone Guard,262199
Unholy DeathKnight,42949.41,463,The Stone Guard,262199
Frost Mage,124123.87,468,The Stone Guard,262199
Subtlety Rogue,133089.46,465,The Stone Guard,262199
Destruction Warlock,83023.44,471,Feng the Accursed,393892
Destruction Warlock,63072.36,464,Feng the Accursed,393892
Frost Mage,58386.98,468,Feng the Accursed,393892
Subtlety Rogue,87634.9,465,Feng the Accursed,393892
Survival Hunter,102692.23,465,Feng the Accursed,393892
Brewmaster Monk,46367.79,469,Feng the Accursed,393892
Protection Warrior,35149.14,469,Feng the Accursed,393892
Destruction Warlock,5299.31,463,Feng the Accursed,393892
Unholy DeathKnight,72321.04,463,Feng the Accursed,393892
Subtlety Rogue,133089.46,465,The Stone Guard,262199
Survival Hunter,154949.15,465,The Stone Guard,262199
Brewmaster Monk,163109.11,469,The Stone Guard,262199
Destruction Warlock,152707.53,471,The Stone Guard,262199
Frost Mage,124123.87,468,The Stone Guard,262199
Unholy DeathKnight,42949.41,463,The Stone Guard,262199
Destruction Warlock,91244.33,464,The Stone Guard,262199
Protection Warrior,14604.91,469,The Stone Guard,262199
Destruction Warlock,5299.31,463,Feng the Accursed,393892
Subtlety Rogue,87634.9,465,Feng the Accursed,393892
Brewmaster Monk,46367.79,469,Feng the Accursed,393892
Survival Hunter,102692.23,465,Feng the Accursed,393892
Destruction Warlock,83023.44,471,Feng the Accursed,393892
Frost Mage,58386.98,468,Feng the Accursed,393892
Unholy DeathKnight,72345.48,463,Feng the Accursed,393892
Destruction Warlock,63072.36,464,Feng the Accursed,393892
Protection Warrior,35149.14,469,Feng the Accursed,393892
Unholy DeathKnight,179857.76,472,The Stone Guard,262547
Frost Mage,206312.21,466,The Stone Guard,262547
Survival Hunter,119231.15,464,The Stone Guard,262547
Destruction Warlock,48557.5,470,The Stone Guard,262547
Destruction Warlock,192965.46,471,The Stone Guard,262547
Destruction Warlock,161074.82,470,The Stone Guard,262547
Survival Hunter,162856.42,470,The Stone Guard,262547
Survival Hunter,188405.89,461,The Stone Guard,262547
Frost Mage,165223.86,467,The Stone Guard,262547
Protection Warrior,17161.68,467,The Stone Guard,262547
Blood DeathKnight,14197.56,467,The Stone Guard,262547
Unholy DeathKnight,113523.16,470,The Stone Guard,262547
Elemental Shaman,160334.99,465,The Stone Guard,262547
Survival Hunter,195143.71,470,The Stone Guard,262547
Elemental Shaman,146103.01,471,The Stone Guard,262547
Survival Hunter,192164.93,466,The Stone Guard,262547
Destruction Warlock,149806.07,472,The Stone Guard,262547
Balance Druid,128442.83,467,The Stone Guard,262547
Enhancement Shaman,119758.02,469,The Stone Guard,262547
Brewmaster Monk,109690.35,463,The Stone Guard,262547
Unholy DeathKnight,92643.02,473,Feng the Accursed,395583
Frost Mage,87518.19,466,Feng the Accursed,395583
Survival Hunter,99926.76,464,Feng the Accursed,395583
Destruction Warlock,75374.95,470,Feng the Accursed,395583
Destruction Warlock,97035.83,471,Feng the Accursed,395583
Destruction Warlock,85755.13,470,Feng the Accursed,395583
Survival Hunter,106089.28,470,Feng the Accursed,395583
Elemental Shaman,6018.49,468,Feng the Accursed,395583
Survival Hunter,98173.56,461,Feng the Accursed,395583
Frost Mage,76693.32,469,Feng the Accursed,395583
Arms Warrior,83932.99,467,Feng the Accursed,395583
Blood DeathKnight,72720.59,467,Feng the Accursed,395583
Unholy DeathKnight,66955.27,470,Feng the Accursed,395583
Elemental Shaman,91261.45,465,Feng the Accursed,395583
Survival Hunter,118302.44,470,Feng the Accursed,395583
Elemental Shaman,75833.37,471,Feng the Accursed,395583
Survival Hunter,112305.01,466,Feng the Accursed,395583
Destruction Warlock,88340.79,472,Feng the Accursed,395583
Balance Druid,69028.56,467,Feng the Accursed,395583
Enhancement Shaman,71844.69,469,Feng the Accursed,395583
Brewmaster Monk,74840.87,463,Feng the Accursed,395583
Unholy DeathKnight,102777.26,476,Gara'jal the Spiritbinder,354738
Frost Mage,88303.95,466,Gara'jal the Spiritbinder,354738
Survival Hunter,82625.06,464,Gara'jal the Spiritbinder,354738
Destruction Warlock,80555.49,470,Gara'jal the Spiritbinder,354738
Destruction Warlock,91116.42,472,Gara'jal the Spiritbinder,354738
Destruction Warlock,85222.9,470,Gara'jal the Spiritbinder,354738
Survival Hunter,96947.9,470,Gara'jal the Spiritbinder,354738
Elemental Shaman,5273.1,468,Gara'jal the Spiritbinder,354738
Survival Hunter,72914.87,461,Gara'jal the Spiritbinder,354738
Frost Mage,86732.62,473,Gara'jal the Spiritbinder,354738
Arms Warrior,87253.65,467,Gara'jal the Spiritbinder,354738
Blood DeathKnight,34464.79,467,Gara'jal the Spiritbinder,354738
Unholy DeathKnight,76340.71,472,Gara'jal the Spiritbinder,354738
Elemental Shaman,86915.37,465,Gara'jal the Spiritbinder,354738
Survival Hunter,105747.32,470,Gara'jal the Spiritbinder,354738
Elemental Shaman,83519.19,472,Gara'jal the Spiritbinder,354738
Elemental Shaman,3291.87,468,Gara'jal the Spiritbinder,354738
Survival Hunter,97926.6,466,Gara'jal the Spiritbinder,354738
Destruction Warlock,91550.52,472,Gara'jal the Spiritbinder,354738
Balance Druid,62845.16,467,Gara'jal the Spiritbinder,354738
Enhancement Shaman,65919.68,469,Gara'jal the Spiritbinder,354738
Brewmaster Monk,39387.72,463,Gara'jal the Spiritbinder,354738
Frost Mage,75092.85,467,Feng the Accursed,282123
Assassination Rogue,80903.46,468,Feng the Accursed,282123
Survival Hunter,81052.34,463,Feng the Accursed,282123
Arms Warrior,80865.36,468,Feng the Accursed,282123
Protection Paladin,24622.24,467,Feng the Accursed,282123
Destruction Warlock,77663.94,469,Feng the Accursed,282123
Shadow Priest,65862.6,471,Feng the Accursed,282123
Brewmaster Monk,38106.92,467,Feng the Accursed,282123
Frost Mage,71867.52,467,Gara'jal the Spiritbinder,266143
Assassination Rogue,79589.45,468,Gara'jal the Spiritbinder,266143
Survival Hunter,78826.66,463,Gara'jal the Spiritbinder,266143
Arms Warrior,21915.79,468,Gara'jal the Spiritbinder,266143
Protection Paladin,32846.02,467,Gara'jal the Spiritbinder,266143
Destruction Warlock,79879.25,469,Gara'jal the Spiritbinder,266143
Brewmaster Monk,39708.1,467,Gara'jal the Spiritbinder,266143
Balance Druid,56510.17,468,Gara'jal the Spiritbinder,266143
Frost Mage,59290.02,467,The Spirit Kings,447530
Assassination Rogue,48761.13,468,The Spirit Kings,447530
Survival Hunter,66907.3,463,The Spirit Kings,447530
Arms Warrior,61984.31,468,The Spirit Kings,447530
Protection Paladin,28773.94,467,The Spirit Kings,447530
Destruction Warlock,68804.87,469,The Spirit Kings,447530
Brewmaster Monk,7839.06,467,The Spirit Kings,447530
Balance Druid,40393.22,468,The Spirit Kings,447530
Frost Mage,95845.97,467,Elegon,557635
Assassination Rogue,14051.23,468,Elegon,557635
Survival Hunter,115580.62,464,Elegon,557635
Arms Warrior,104159.32,468,Elegon,557635
Protection Paladin,38691.86,467,Elegon,557635
Destruction Warlock,108133.36,469,Elegon,557635
Brewmaster Monk,76739.62,467,Elegon,557635
Balance Druid,74994.65,468,Elegon,557635
Frost Mage,60162.2,467,Will of the Emperor,454797
Survival Hunter,62930.32,464,Will of the Emperor,454797
Arms Warrior,53648.9,468,Will of the Emperor,454797
Protection Paladin,37551.13,467,Will of the Emperor,454797
Destruction Warlock,68419.75,469,Will of the Emperor,454797
Elemental Shaman,50098.45,463,Will of the Emperor,454797
Brewmaster Monk,56986.46,467,Will of the Emperor,454797
Balance Druid,52627.94,468,Will of the Emperor,454797
Blood DeathKnight,64364.5,464,The Stone Guard,245650
Guardian Druid,5388.58,464,The Stone Guard,245650
Destruction Warlock,77666.08,465,The Stone Guard,245650
Destruction Warlock,104979.51,471,The Stone Guard,245650
Frost DeathKnight,35244.23,462,The Stone Guard,245650
Frost Mage,82805.41,460,The Stone Guard,245650
Elemental Shaman,87206.53,467,The Stone Guard,245650
Feral Druid,68688.04,463,The Stone Guard,245650
Blood DeathKnight,52798.69,464,Feng the Accursed,408580
Guardian Druid,20679.9,464,Feng the Accursed,408580
Destruction Warlock,71052.26,465,Feng the Accursed,408580
Destruction Warlock,79956.32,471,Feng the Accursed,408580
Frost DeathKnight,10792.82,462,Feng the Accursed,408580
Frost Mage,52532.15,460,Feng the Accursed,408580
Elemental Shaman,65228.69,468,Feng the Accursed,408580
Feral Druid,16273.74,463,Feng the Accursed,408580
Enhancement Shaman,88434.12,470,Gara'jal the Spiritbinder,255846
Blood DeathKnight,38590.25,465,Gara'jal the Spiritbinder,255846
Balance Druid,4534.2,463,Gara'jal the Spiritbinder,255846
Feral Druid,58760.47,463,Gara'jal the Spiritbinder,255846
Destruction Warlock,69898.22,465,Gara'jal the Spiritbinder,255846
Guardian Druid,28520.68,464,Gara'jal the Spiritbinder,255846
Frost Mage,33538.91,460,Gara'jal the Spiritbinder,255846
Destruction Warlock,91703.52,471,Gara'jal the Spiritbinder,255846
Elemental Shaman,76859.4,468,Gara'jal the Spiritbinder,255846
Enhancement Shaman,70470.76,470,The Spirit Kings,411163
Blood DeathKnight,37265.61,465,The Spirit Kings,411163
Feral Druid,53346.93,464,The Spirit Kings,411163
Destruction Warlock,63388.79,465,The Spirit Kings,411163
Guardian Druid,19453.01,464,The Spirit Kings,411163
Frost Mage,44621.06,460,The Spirit Kings,411163
Destruction Warlock,68399.46,471,The Spirit Kings,411163
Elemental Shaman,64058.3,468,The Spirit Kings,411163
Destruction Warlock,5695.37,471,The Stone Guard,246575
Feral Druid,79480.12,466,The Stone Guard,246575
Blood DeathKnight,76687.2,469,The Stone Guard,246575
Arms Warrior,103009.95,469,The Stone Guard,246575
Destruction Warlock,47410.08,470,The Stone Guard,246575
Brewmaster Monk,7582.88,466,The Stone Guard,246575
Elemental Shaman,106628.57,468,The Stone Guard,246575
Balance Druid,73721.73,467,The Stone Guard,246575
Destruction Warlock,8634.33,471,Feng the Accursed,269067
Feral Druid,58681.26,466,Feng the Accursed,269067
Frost Mage,66057.56,460,Feng the Accursed,269067
Blood DeathKnight,67081.28,469,Feng the Accursed,269067
Arms Warrior,71392.6,469,Feng the Accursed,269067
Destruction Warlock,81452.47,470,Feng the Accursed,269067
Brewmaster Monk,34384.21,466,Feng the Accursed,269067
Elemental Shaman,84595.93,468,Feng the Accursed,269067
Balance Druid,69939.54,467,Feng the Accursed,269067
Destruction Warlock,7452.32,472,Gara'jal the Spiritbinder,222767
Feral Druid,81237.53,466,Gara'jal the Spiritbinder,222767
Frost Mage,57999.96,460,Gara'jal the Spiritbinder,222767
Blood DeathKnight,71873.96,469,Gara'jal the Spiritbinder,222767
Arms Warrior,89195.27,469,Gara'jal the Spiritbinder,222767
Destruction Warlock,81804.75,470,Gara'jal the Spiritbinder,222767
Brewmaster Monk,42548.82,466,Gara'jal the Spiritbinder,222767
Elemental Shaman,88173.62,468,Gara'jal the Spiritbinder,222767
Balance Druid,28120.93,467,Gara'jal the Spiritbinder,222767
Destruction Warlock,5457.94,473,The Spirit Kings,362632
Feral Druid,56100.65,466,The Spirit Kings,362632
Destruction Warlock,63512.42,470,The Spirit Kings,362632
Brewmaster Monk,30485.06,466,The Spirit Kings,362632
Elemental Shaman,70786.15,468,The Spirit Kings,362632
Balance Druid,50030.15,467,The Spirit Kings,362632
Frost Mage,66782.12,460,The Spirit Kings,362632
Blood DeathKnight,51805.75,469,The Spirit Kings,362632
Arms Warrior,70270.03,469,The Spirit Kings,362632
Guardian Druid,4849.93,466,Feng the Accursed,285116
Destruction Warlock,78076.71,469,Feng the Accursed,285116
Brewmaster Monk,34082.28,470,Feng the Accursed,285116
Unholy DeathKnight,53418.42,462,Feng the Accursed,285116
Elemental Shaman,75333.07,467,Feng the Accursed,285116
Survival Hunter,114537.43,482,Feng the Accursed,285116
Balance Druid,36867.69,463,Feng the Accursed,285116
Arms Warrior,75871.45,465,Feng the Accursed,285116
Blood DeathKnight,42685.42,467,Feng the Accursed,285116
Destruction Warlock,10462.86,466,Gara'jal the Spiritbinder,237413
Destruction Warlock,79255.52,469,Gara'jal the Spiritbinder,237413
Brewmaster Monk,34135.13,470,Gara'jal the Spiritbinder,237413
Unholy DeathKnight,37565.91,462,Gara'jal the Spiritbinder,237413
Elemental Shaman,78635.44,467,Gara'jal the Spiritbinder,237413
Survival Hunter,103189.18,482,Gara'jal the Spiritbinder,237413
Balance Druid,42571.61,463,Gara'jal the Spiritbinder,237413
Arms Warrior,77188.69,465,Gara'jal the Spiritbinder,237413
Blood DeathKnight,50845.64,467,Gara'jal the Spiritbinder,237413
Destruction Warlock,8431.59,466,The Spirit Kings,389001
Destruction Warlock,58281.92,469,The Spirit Kings,389001
Brewmaster Monk,28725.16,470,The Spirit Kings,389001
Unholy DeathKnight,39034.22,463,The Spirit Kings,389001
Elemental Shaman,68346.82,468,The Spirit Kings,389001
Survival Hunter,87204.44,482,The Spirit Kings,389001
Assassination Rogue,36368.3,465,The Spirit Kings,389001
Arms Warrior,64609.46,465,The Spirit Kings,389001
Blood DeathKnight,44395.42,467,The Spirit Kings,389001
Destruction Warlock,7340.83,466,Elegon,426020
Destruction Warlock,109317.84,469,Elegon,426020
Arms Warrior,98950.15,464,Elegon,426020
Brewmaster Monk,58615.46,472,Elegon,426020
Arms Warrior,107430.68,465,Elegon,426020
Elemental Shaman,127705.03,470,Elegon,426020
Blood DeathKnight,43563.46,467,Elegon,426020
Survival Hunter,166608.96,482,Elegon,426020
Survival Hunter,101905.76,464,Elegon,426020
Blood DeathKnight,18085.36,469,The Stone Guard,346241
Elemental Shaman,81365.88,463,The Stone Guard,346241
Subtlety Rogue,101271.5,471,The Stone Guard,346241
Brewmaster Monk,110420.79,467,The Stone Guard,346241
Destruction Warlock,111057.96,472,The Stone Guard,346241
Frost Mage,95132.74,469,The Stone Guard,346241
Destruction Warlock,84524.33,467,The Stone Guard,346241
Blood DeathKnight,43390.7,470,Feng the Accursed,403124
Survival Hunter,101032.92,465,Feng the Accursed,403124
Elemental Shaman,14203.01,463,Feng the Accursed,403124
Assassination Rogue,80806.3,471,Feng the Accursed,403124
Brewmaster Monk,54823.88,467,Feng the Accursed,403124
Destruction Warlock,81849.84,472,Feng the Accursed,403124
Frost Mage,83119.17,469,Feng the Accursed,403124
Destruction Warlock,86843.8,467,Feng the Accursed,403124
Blood DeathKnight,45618.58,470,Gara'jal the Spiritbinder,320873
Survival Hunter,95341.76,465,Gara'jal the Spiritbinder,320873
Elemental Shaman,63072.95,463,Gara'jal the Spiritbinder,320873
Subtlety Rogue,87643.0,471,Gara'jal the Spiritbinder,320873
Brewmaster Monk,41750.62,467,Gara'jal the Spiritbinder,320873
Destruction Warlock,84202.97,472,Gara'jal the Spiritbinder,320873
Frost Mage,80198.54,469,Gara'jal the Spiritbinder,320873
Destruction Warlock,78506.05,467,Gara'jal the Spiritbinder,320873
Elemental Shaman,36943.33,463,The Spirit Kings,398223
Subtlety Rogue,69455.7,473,The Spirit Kings,398223
Blood DeathKnight,30587.57,468,The Spirit Kings,398223
Survival Hunter,72004.58,465,The Spirit Kings,398223
Brewmaster Monk,31685.36,467,The Spirit Kings,398223
Destruction Warlock,67708.35,472,The Spirit Kings,398223
Frost Mage,44739.08,471,The Spirit Kings,398223
Destruction Warlock,42076.74,467,The Spirit Kings,398223
Elemental Shaman,100461.55,463,Elegon,367665
Subtlety Rogue,97365.72,473,Elegon,367665
Blood DeathKnight,52682.67,469,Elegon,367665
Destruction Warlock,23229.66,470,Elegon,367665
Survival Hunter,137371.47,465,Elegon,367665
Brewmaster Monk,48799.17,467,Elegon,367665
Destruction Warlock,124554.87,472,Elegon,367665
Frost Mage,121228.52,471,Elegon,367665
Destruction Warlock,163770.99,467,Elegon,367665
Elemental Shaman,40679.03,463,Will of the Emperor,379490
Assassination Rogue,63592.34,473,Will of the Emperor,379490
Blood DeathKnight,52143.07,469,Will of the Emperor,379490
Survival Hunter,80046.98,465,Will of the Emperor,379490
Brewmaster Monk,55614.95,467,Will of the Emperor,379490
Destruction Warlock,69196.61,472,Will of the Emperor,379490
Frost Mage,59337.57,471,Will of the Emperor,379490
Destruction Warlock,65788.65,467,Will of the Emperor,379490
Assassination Rogue,105621.48,472,Gara'jal the Spiritbinder,149010
Survival Hunter,80056.87,464,Gara'jal the Spiritbinder,149010
Survival Hunter,82809.26,464,Gara'jal the Spiritbinder,149010
Windwalker Monk,78515.21,464,Gara'jal the Spiritbinder,149010
Frost Mage,60076.84,461,Gara'jal the Spiritbinder,149010
Frost DeathKnight,55651.02,471,Gara'jal the Spiritbinder,149010
Subtlety Rogue,100341.36,465,Gara'jal the Spiritbinder,149010
Frost DeathKnight,36924.45,462,Gara'jal the Spiritbinder,149010
Combat Rogue,73242.42,466,Gara'jal the Spiritbinder,149010
Brewmaster Monk,54733.51,471,Gara'jal the Spiritbinder,149010
Windwalker Monk,54780.51,467,Gara'jal the Spiritbinder,149010
Destruction Warlock,99241.8,467,Gara'jal the Spiritbinder,149010
Frost Mage,80430.72,466,Gara'jal the Spiritbinder,149010
Brewmaster Monk,37452.21,467,Gara'jal the Spiritbinder,149010
Elemental Shaman,87728.81,468,Gara'jal the Spiritbinder,149010
Affliction Warlock,62435.68,464,Gara'jal the Spiritbinder,149010
Retribution Paladin,96848.93,470,Gara'jal the Spiritbinder,149010
Beastmaster Hunter,85282.88,470,Gara'jal the Spiritbinder,149010
Frost Mage,71410.66,465,Gara'jal the Spiritbinder,149010
Blood DeathKnight,20295.23,465,The Stone Guard,333968
Survival Hunter,111909.82,464,The Stone Guard,333968
Elemental Shaman,142942.66,472,The Stone Guard,333968
Frost Mage,155811.15,470,The Stone Guard,333968
Brewmaster Monk,114311.11,467,The Stone Guard,333968
Arms Warrior,115465.98,467,The Stone Guard,333968
Survival Hunter,16507.94,470,The Stone Guard,333968
Destruction Warlock,3115.9,462,Feng the Accursed,472727
Blood DeathKnight,47123.77,465,Feng the Accursed,472727
Survival Hunter,88949.52,464,Feng the Accursed,472727
Elemental Shaman,104879.49,472,Feng the Accursed,472727
Frost Mage,90685.29,470,Feng the Accursed,472727
Brewmaster Monk,54125.41,467,Feng the Accursed,472727
Arms Warrior,84616.25,467,Feng the Accursed,472727
Survival Hunter,111739.19,470,Feng the Accursed,472727
Destruction Warlock,111037.75,472,The Stone Guard,346304
Blood DeathKnight,18082.07,469,The Stone Guard,346304
Elemental Shaman,81351.08,463,The Stone Guard,346304
Subtlety Rogue,101253.08,471,The Stone Guard,346304
Frost Mage,95115.43,469,The Stone Guard,346304
Destruction Warlock,84508.96,467,The Stone Guard,346304
Brewmaster Monk,110400.71,467,The Stone Guard,346304
Destruction Warlock,81844.77,472,Feng the Accursed,403149
Blood DeathKnight,43388.01,470,Feng the Accursed,403149
Elemental Shaman,14202.13,463,Feng the Accursed,403149
Survival Hunter,101026.65,465,Feng the Accursed,403149
Assassination Rogue,80801.29,471,Feng the Accursed,403149
Frost Mage,83114.02,469,Feng the Accursed,403149
Destruction Warlock,86838.41,467,Feng the Accursed,403149
Brewmaster Monk,54820.48,467,Feng the Accursed,403149
Destruction Warlock,84179.1,472,Gara'jal the Spiritbinder,320964
Elemental Shaman,63248.68,463,Gara'jal the Spiritbinder,320964
Blood DeathKnight,45605.65,470,Gara'jal the Spiritbinder,320964
Survival Hunter,95314.73,465,Gara'jal the Spiritbinder,320964
Subtlety Rogue,87618.15,471,Gara'jal the Spiritbinder,320964
Frost Mage,80175.8,469,Gara'jal the Spiritbinder,320964
Destruction Warlock,78483.79,467,Gara'jal the Spiritbinder,320964
Brewmaster Monk,41738.78,467,Gara'jal the Spiritbinder,320964
Elemental Shaman,36939.52,463,The Spirit Kings,398264
Frost Mage,44760.47,471,The Spirit Kings,398264
Destruction Warlock,42072.41,467,The Spirit Kings,398264
Destruction Warlock,67883.63,472,The Spirit Kings,398264
Blood DeathKnight,30677.07,468,The Spirit Kings,398264
Survival Hunter,72098.13,465,The Spirit Kings,398264
Subtlety Rogue,69574.9,473,The Spirit Kings,398264
Brewmaster Monk,31820.11,467,The Spirit Kings,398264
Elemental Shaman,100462.09,463,Elegon,367663
Destruction Warlock,23229.79,470,Elegon,367663
Frost Mage,121229.18,471,Elegon,367663
Destruction Warlock,163771.88,467,Elegon,367663
Destruction Warlock,124555.55,472,Elegon,367663
Blood DeathKnight,52682.95,469,Elegon,367663
Survival Hunter,137372.22,465,Elegon,367663
Subtlety Rogue,97366.25,473,Elegon,367663
Brewmaster Monk,48799.44,467,Elegon,367663
Elemental Shaman,40671.64,463,Will of the Emperor,379559
Frost Mage,59326.78,471,Will of the Emperor,379559
Destruction Warlock,65776.69,467,Will of the Emperor,379559
Destruction Warlock,69184.03,472,Will of the Emperor,379559
Blood DeathKnight,52133.59,469,Will of the Emperor,379559
Survival Hunter,80032.43,465,Will of the Emperor,379559
Assassination Rogue,63580.78,473,Will of the Emperor,379559
Brewmaster Monk,55604.84,467,Will of the Emperor,379559
Destruction Warlock,3501.25,472,Gara'jal the Spiritbinder,357683
Arms Warrior,68487.13,463,Gara'jal the Spiritbinder,357683
Survival Hunter,82291.15,465,Gara'jal the Spiritbinder,357683
Destruction Warlock,72740.52,464,Gara'jal the Spiritbinder,357683
Survival Hunter,92022.53,463,Gara'jal the Spiritbinder,357683
Frost DeathKnight,87396.81,466,Gara'jal the Spiritbinder,357683
Blood DeathKnight,40191.4,467,Gara'jal the Spiritbinder,357683
Enhancement Shaman,71097.81,465,Gara'jal the Spiritbinder,357683
Brewmaster Monk,34846.41,467,Gara'jal the Spiritbinder,357683
Arms Warrior,100325.21,468,The Stone Guard,210074
Protection Paladin,62748.75,467,The Stone Guard,210074
Survival Hunter,82121.58,469,The Stone Guard,210074
Unholy DeathKnight,48916.73,462,The Stone Guard,210074
Destruction Warlock,102299.34,471,The Stone Guard,210074
Destruction Warlock,2882.36,466,The Stone Guard,210074
Destruction Warlock,102968.04,468,The Stone Guard,210074
Frost Mage,100323.82,465,The Stone Guard,210074
Arms Warrior,71729.89,468,Feng the Accursed,283317
Protection Paladin,24885.86,467,Feng the Accursed,283317
Survival Hunter,90925.01,469,Feng the Accursed,283317
Guardian Druid,55083.41,468,Feng the Accursed,283317
Unholy DeathKnight,59676.42,462,Feng the Accursed,283317
Destruction Warlock,70705.33,471,Feng the Accursed,283317
Destruction Warlock,5273.47,466,Feng the Accursed,283317
Destruction Warlock,90688.39,468,Feng the Accursed,283317
Frost Mage,67263.48,465,Feng the Accursed,283317
Arms Warrior,79271.81,468,Gara'jal the Spiritbinder,219146
Protection Paladin,32379.17,467,Gara'jal the Spiritbinder,219146
Survival Hunter,90317.13,469,Gara'jal the Spiritbinder,219146
Guardian Druid,44973.31,468,Gara'jal the Spiritbinder,219146
Unholy DeathKnight,47245.85,462,Gara'jal the Spiritbinder,219146
Destruction Warlock,94167.37,471,Gara'jal the Spiritbinder,219146
Destruction Warlock,85604.34,468,Gara'jal the Spiritbinder,219146
Frost Mage,80609.95,465,Gara'jal the Spiritbinder,219146
Arms Warrior,59211.64,468,The Spirit Kings,362757
Protection Paladin,18277.23,467,The Spirit Kings,362757
Survival Hunter,85092.21,469,The Spirit Kings,362757
Guardian Druid,41423.77,468,The Spirit Kings,362757
Unholy DeathKnight,61281.7,462,The Spirit Kings,362757
Destruction Warlock,75811.74,471,The Spirit Kings,362757
Destruction Warlock,2424.47,466,The Spirit Kings,362757
Destruction Warlock,70706.11,468,The Spirit Kings,362757
Frost Mage,65619.87,465,The Spirit Kings,362757
Arms Warrior,108671.62,468,Elegon,473357
Survival Hunter,113019.41,469,Elegon,473357
Guardian Druid,85298.71,468,Elegon,473357
Unholy DeathKnight,40719.5,462,Elegon,473357
Destruction Warlock,143138.22,471,Elegon,473357
Destruction Warlock,3465.45,466,Elegon,473357
Destruction Warlock,110571.27,468,Elegon,473357
Frost Mage,111107.2,465,Elegon,473357
Arms Warrior,49164.21,468,Will of the Emperor,404409
Protection Paladin,43523.04,467,Will of the Emperor,404409
Survival Hunter,65793.8,469,Will of the Emperor,404409
Guardian Druid,62536.78,468,Will of the Emperor,404409
Unholy DeathKnight,50123.42,462,Will of the Emperor,404409
Destruction Warlock,88709.19,471,Will of the Emperor,404409
Destruction Warlock,1162.74,466,Will of the Emperor,404409
Destruction Warlock,80356.78,468,Will of the Emperor,404409
Frost Mage,58023.2,465,Will of the Emperor,404409
Destruction Warlock,176652.35,468,The Stone Guard,278101
Feral Druid,100664.95,466,The Stone Guard,278101
Subtlety Rogue,89411.53,467,The Stone Guard,278101
Blood DeathKnight,82179.44,472,The Stone Guard,278101
Destruction Warlock,170233.29,471,The Stone Guard,278101
Frost Mage,196373.74,472,The Stone Guard,278101
Frost Mage,161614.35,466,The Stone Guard,278101
Blood DeathKnight,13429.24,468,The Stone Guard,278101
Subtlety Rogue,123317.05,467,The Stone Guard,278101
Arms Warrior,189951.87,471,The Stone Guard,278101
Survival Hunter,222408.29,467,The Stone Guard,278101
Survival Hunter,205336.95,464,The Stone Guard,278101
Windwalker Monk,187437.45,466,The Stone Guard,278101
Survival Hunter,173822.7,464,The Stone Guard,278101
Protection Warrior,11933.09,476,The Stone Guard,278101
Survival Hunter,195569.34,470,The Stone Guard,278101
Shadow Priest,88095.82,463,The Stone Guard,278101
Enhancement Shaman,119959.65,464,The Stone Guard,278101
Balance Druid,147261.79,465,The Stone Guard,278101
Destruction Warlock,84512.05,468,Feng the Accursed,378867
Feral Druid,89155.77,466,Feng the Accursed,378867
Subtlety Rogue,90824.69,467,Feng the Accursed,378867
Blood DeathKnight,79843.6,472,Feng the Accursed,378867
Destruction Warlock,101424.92,473,Feng the Accursed,378867
Unholy DeathKnight,92024.83,468,Feng the Accursed,378867
Frost Mage,87429.07,472,Feng the Accursed,378867
Frost Mage,78390.74,466,Feng the Accursed,378867
Survival Hunter,107562.68,470,Feng the Accursed,378867
Subtlety Rogue,93828.04,467,Feng the Accursed,378867
Arms Warrior,100552.99,471,Feng the Accursed,378867
Destruction Warlock,3563.18,465,Feng the Accursed,378867
Survival Hunter,125997.13,467,Feng the Accursed,378867
Survival Hunter,108800.33,464,Feng the Accursed,378867
Windwalker Monk,92447.21,466,Feng the Accursed,378867
Survival Hunter,103663.0,464,Feng the Accursed,378867
Protection Warrior,80248.52,476,Feng the Accursed,378867
Survival Hunter,120801.37,470,Feng the Accursed,378867
Shadow Priest,74823.9,463,Feng the Accursed,378867
Enhancement Shaman,76460.07,467,Feng the Accursed,378867
Balance Druid,78037.55,465,Feng the Accursed,378867
Destruction Warlock,74548.74,468,Gara'jal the Spiritbinder,360120
Feral Druid,86893.36,466,Gara'jal the Spiritbinder,360120
Subtlety Rogue,94696.4,467,Gara'jal the Spiritbinder,360120
Destruction Warlock,5833.91,469,Gara'jal the Spiritbinder,360120
Blood DeathKnight,35771.15,472,Gara'jal the Spiritbinder,360120
Destruction Warlock,87027.59,473,Gara'jal the Spiritbinder,360120
Unholy DeathKnight,86255.06,468,Gara'jal the Spiritbinder,360120
Frost Mage,88949.59,472,Gara'jal the Spiritbinder,360120
Frost Mage,81241.27,466,Gara'jal the Spiritbinder,360120
Survival Hunter,102057.62,470,Gara'jal the Spiritbinder,360120
Subtlety Rogue,84195.84,467,Gara'jal the Spiritbinder,360120
Arms Warrior,83937.89,471,Gara'jal the Spiritbinder,360120
Survival Hunter,107269.0,467,Gara'jal the Spiritbinder,360120
Destruction Warlock,2323.81,467,Gara'jal the Spiritbinder,360120
Survival Hunter,62567.11,464,Gara'jal the Spiritbinder,360120
Windwalker Monk,86141.77,466,Gara'jal the Spiritbinder,360120
